,Country name,year,Life Ladder,Log GDP per capita,Social support,Healthy life expectancy at birth,Freedom to make life choices,Generosity,Perceptions of corruption
64,Germany,2018,7.117999999999999,10.89,0.92,72.2,0.877,0.034,0.496
65,Canada,2019,7.109,10.8,0.925,73.8,0.912,0.11199999999999999,0.436
66,United Kingdom,2017,7.103,10.735999999999999,0.937,72.1,0.813,0.29100000000000004,0.419
67,Bahrain,2019,7.098,10.715,0.878,69.3,0.907,0.048,
68,Germany,2017,7.074,10.878,0.892,71.9,0.841,0.145,0.414
69,Luxembourg,2017,7.061,11.634,0.905,72.6,0.903,0.044000000000000004,0.33
70,Ireland,2017,7.06,11.265999999999998,0.943,72.2,0.905,0.21600000000000003,0.337
71,Austria,2016,7.047999999999999,10.890999999999998,0.9259999999999999,72.4,0.889,0.08,0.524
72,Ireland,2016,7.041,11.199000000000002,0.958,72.1,0.875,0.174,0.39899999999999997
73,United Arab Emirates,2017,7.039,11.115,0.836,66.9,0.9620000000000001,0.21600000000000003,
74,Germany,2019,7.035,10.892999999999999,0.8859999999999999,72.5,0.885,0.057,0.462
75,Ireland,2020,7.035,11.323,0.96,72.5,0.882,0.013999999999999999,0.35600000000000004
76,Czech Republic,2018,7.034,10.583,0.929,70.3,0.79,-0.292,0.851
77,United States,2020,7.028,11.001,0.937,68.1,0.85,0.034,0.6779999999999999
78,Canada,2020,7.025,10.73,0.9309999999999999,74.0,0.887,0.05,0.434
79,Costa Rica,2019,6.997999999999999,9.885,0.9059999999999999,71.5,0.927,-0.146,0.836
80,United States,2017,6.992000000000001,11.001,0.9209999999999999,68.4,0.868,0.19699999999999998,0.6809999999999999
81,Luxembourg,2016,6.9670000000000005,11.64,0.941,72.6,0.882,0.019,0.35600000000000004
82,Ireland,2018,6.962000000000001,11.332,0.938,72.3,0.861,0.14400000000000002,0.36200000000000004
83,Belgium,2016,6.949,10.819,0.929,71.6,0.866,-0.055999999999999994,0.49700000000000005
84,United States,2019,6.944,11.043,0.917,68.2,0.836,0.14400000000000002,0.7070000000000001
85,Belgium,2017,6.928,10.834000000000001,0.922,71.8,0.857,0.054000000000000006,0.5429999999999999
86,Israel,2018,6.9270000000000005,10.585,0.91,73.3,0.725,0.055,0.77
87,Malta,2018,6.91,10.67,0.932,72.2,0.927,0.179,0.595
88,Czech Republic,2020,6.897,10.53,0.9640000000000001,71.3,0.9059999999999999,-0.127,0.884
89,Belgium,2018,6.892,10.844000000000001,0.93,72.0,0.8079999999999999,-0.125,0.63
90,United States,2018,6.882999999999999,11.025,0.904,68.3,0.825,0.11599999999999999,0.71
91,Germany,2016,6.874,10.857999999999999,0.9059999999999999,71.6,0.871,0.14800000000000002,0.446
92,Belgium,2020,6.8389999999999995,10.770999999999999,0.904,72.4,0.767,-0.16399999999999998,0.634
93,United Arab Emirates,2016,6.831,11.105,0.8490000000000001,66.7,0.9490000000000001,0.131,
94,Mexico,2016,6.824,9.884,0.893,67.7,0.752,-0.153,0.809
95,United Kingdom,2016,6.824,10.724,0.9540000000000001,71.9,0.821,0.25,0.45799999999999996
96,United States,2016,6.803999999999999,10.985999999999999,0.897,68.5,0.758,0.14400000000000002,0.7390000000000001
97,United Kingdom,2020,6.797999999999999,10.626,0.929,72.7,0.885,0.203,0.49
98,Czech Republic,2017,6.79,10.558,0.9009999999999999,69.8,0.8320000000000001,-0.177,0.867
99,Belgium,2019,6.772,10.853,0.884,72.2,0.7759999999999999,-0.172,0.672
100,Czech Republic,2016,6.736000000000001,10.517999999999999,0.9309999999999999,69.3,0.85,-0.19699999999999998,0.9
101,Malta,2019,6.733,10.677,0.922,72.2,0.924,0.087,0.6890000000000001
102,France,2020,6.7139999999999995,10.642999999999999,0.9470000000000001,74.2,0.823,-0.16899999999999998,0.565
103,United Arab Emirates,2019,6.711,11.114,0.862,67.3,0.9109999999999999,0.129,
104,France,2019,6.69,10.74,0.958,74.0,0.8270000000000001,-0.133,0.568
105,Malta,2017,6.676,10.635,0.937,72.2,0.924,0.253,0.69
106,France,2018,6.666,10.727,0.9209999999999999,73.8,0.816,-0.138,0.5820000000000001
107,Slovenia,2019,6.665,10.562999999999999,0.9490000000000001,71.4,0.945,-0.102,0.785
108,France,2017,6.635,10.710999999999999,0.9309999999999999,73.6,0.8340000000000001,-0.12300000000000001,0.601
109,Guatemala,2018,6.627000000000001,9.042,0.841,64.8,0.91,-0.01,0.765
110,United Arab Emirates,2018,6.604,11.112,0.851,67.1,0.9440000000000001,0.054000000000000006,
111,Uruguay,2019,6.6,9.979,0.9329999999999999,69.1,0.903,-0.095,0.599
112,Malta,2016,6.591,10.599,0.93,72.2,0.9159999999999999,0.345,0.696
113,Chile,2016,6.579,10.074,0.841,69.7,0.652,0.102,0.858
114,Panama,2017,6.568,10.324000000000002,0.912,69.5,0.9,-0.17,0.841
115,Saudi Arabia,2019,6.561,10.757,0.912,66.6,0.8909999999999999,-0.147,
116,Saudi Arabia,2020,6.56,10.700999999999999,0.89,66.9,0.884,-0.111,
117,Mexico,2018,6.55,9.902999999999999,0.858,68.3,0.816,-0.179,0.809
118,Slovakia,2020,6.519,10.332,0.9540000000000001,69.5,0.762,-0.075,0.9009999999999999
119,Italy,2018,6.517,10.65,0.9129999999999999,73.6,0.65,-0.021,0.888
120,Taiwan Province of China,2016,6.513,10.855,0.895,,0.7190000000000001,-0.049,0.8109999999999999
121,Spain,2018,6.513,10.605,0.91,74.4,0.722,-0.075,0.777
122,Croatia,2020,6.507999999999999,10.166,0.9229999999999999,71.4,0.8370000000000001,-0.063,0.961
123,Spain,2020,6.502000000000001,10.488,0.935,75.0,0.7829999999999999,-0.121,0.73
124,Italy,2020,6.4879999999999995,10.562999999999999,0.89,74.0,0.718,-0.15,0.8440000000000001
125,Nicaragua,2017,6.476,8.7,0.838,67.2,0.922,0.01,0.6729999999999999
126,France,2016,6.475,10.69,0.885,73.4,0.787,-0.091,0.623
127,Saudi Arabia,2016,6.474,10.792,0.89,65.7,0.774,-0.132,
128,Slovenia,2020,6.462000000000001,10.478,0.953,71.7,0.958,-0.081,0.797
129,United Arab Emirates,2020,6.457999999999999,11.052999999999999,0.8270000000000001,67.5,0.9420000000000001,0.06,
130,Spain,2019,6.457000000000001,10.618,0.9490000000000001,74.7,0.778,-0.049,0.73
131,El Salvador,2019,6.455,9.08,0.764,66.4,0.877,-0.109,0.682
132,Estonia,2020,6.452999999999999,10.459000000000001,0.958,69.0,0.9540000000000001,-0.08199999999999999,0.39799999999999996
133,Brazil,2019,6.4510000000000005,9.592,0.899,66.6,0.83,-0.062,0.762
134,Italy,2019,6.445,10.655,0.838,73.8,0.7090000000000001,-0.08199999999999999,0.866
135,Chile,2018,6.436,10.097000000000001,0.89,69.9,0.789,-0.06,0.816
136,Mexico,2019,6.432,9.891,0.852,68.6,0.903,-0.141,0.809
137,Argentina,2016,6.4270000000000005,10.051,0.883,68.4,0.848,-0.192,0.851
138,Kosovo,2019,6.425,9.339,0.843,,0.841,0.247,0.92
139,Uzbekistan,2017,6.421,8.782,0.9420000000000001,64.8,0.985,0.12300000000000001,0.465
140,Mexico,2017,6.41,9.892999999999999,0.8,68.0,0.861,-0.20199999999999999,0.8009999999999999
141,Kosovo,2018,6.392,9.296,0.8220000000000001,,0.89,0.26899999999999996,0.922
142,Lithuania,2020,6.391,10.504000000000001,0.953,68.5,0.8240000000000001,-0.122,0.8290000000000001
143,Singapore,2019,6.377999999999999,11.485999999999999,0.925,77.1,0.938,0.027000000000000003,0.07
144,Singapore,2017,6.377999999999999,11.460999999999999,0.897,76.5,0.9259999999999999,0.136,0.162
145,Singapore,2018,6.375,11.49,0.903,76.8,0.9159999999999999,-0.066,0.09699999999999999
146,Brazil,2016,6.375,9.578,0.912,66.0,0.807,-0.1,0.7809999999999999
147,Uruguay,2018,6.372000000000001,9.98,0.917,69.0,0.8759999999999999,-0.09699999999999999,0.6829999999999999
148,Slovakia,2017,6.3660000000000005,10.339,0.9129999999999999,68.6,0.7140000000000001,-0.055,0.92
149,Guatemala,2016,6.359,9.013,0.8109999999999999,64.2,0.863,0.011000000000000001,0.812
150,Taiwan Province of China,2017,6.359,10.870999999999999,0.8909999999999999,,0.76,-0.07,0.743
151,Saudi Arabia,2018,6.356,10.770999999999999,0.868,66.3,0.855,-0.192,
152,Colombia,2019,6.35,9.597999999999999,0.873,68.0,0.8220000000000001,-0.172,0.8540000000000001
153,El Salvador,2017,6.3389999999999995,9.042,0.8290000000000001,65.8,0.758,-0.172,0.778
154,Uruguay,2017,6.336,9.968,0.914,68.9,0.898,-0.091,0.627
155,Brazil,2017,6.332999999999999,9.583,0.905,66.2,0.765,-0.175,0.794
156,Guatemala,2017,6.325,9.026,0.826,64.5,0.915,-0.059000000000000004,0.8
157,Chile,2017,6.32,10.072000000000001,0.88,69.8,0.79,-0.02,0.836
158,Spain,2016,6.319,10.56,0.9420000000000001,73.8,0.768,-0.048,0.8190000000000001
159,Uruguay,2020,6.31,9.937000000000001,0.9209999999999999,69.2,0.9079999999999999,-0.084,0.491
160,Lithuania,2018,6.309,10.474,0.929,67.3,0.6990000000000001,-0.237,0.852
161,Jamaica,2019,6.309,9.186,0.878,67.5,0.8909999999999999,-0.13699999999999998,0.885
162,Saudi Arabia,2017,6.294,10.764000000000001,0.84,66.0,0.8140000000000001,-0.131,
163,Panama,2018,6.281000000000001,10.343,0.904,69.6,0.861,-0.131,0.8370000000000001
164,Cyprus,2018,6.276,10.567,0.826,73.7,0.794,-0.022000000000000002,0.848
165,Lithuania,2017,6.273,10.429,0.9259999999999999,66.7,0.7490000000000001,-0.174,0.79
166,Kazakhstan,2019,6.272,10.179,0.951,65.2,0.852,-0.055,0.708
167,Philippines,2019,6.268,9.095,0.845,62.0,0.91,-0.083,0.748
168,Guatemala,2019,6.2620000000000005,9.064,0.774,65.1,0.9009999999999999,-0.062,0.773
169,Kyrgyzstan,2020,6.25,8.503,0.902,64.7,0.935,0.10300000000000001,0.9309999999999999
170,Slovenia,2018,6.249,10.546,0.941,71.1,0.9420000000000001,-0.11900000000000001,0.8390000000000001
171,Slovakia,2019,6.242999999999999,10.398,0.9329999999999999,69.2,0.7709999999999999,-0.129,0.9259999999999999
172,Poland,2019,6.242000000000001,10.407,0.878,69.7,0.883,-0.231,0.696
173,Serbia,2019,6.2410000000000005,9.808,0.903,68.6,0.753,-0.04,0.813
174,El Salvador,2018,6.2410000000000005,9.061,0.82,66.1,0.863,-0.095,0.8009999999999999
175,Mauritius,2019,6.2410000000000005,10.043,0.9129999999999999,66.7,0.893,-0.053,0.81
176,Slovakia,2018,6.235,10.376,0.922,68.9,0.758,-0.16699999999999998,0.91
177,Colombia,2016,6.234,9.571,0.882,67.1,0.835,-0.1,0.898
178,Spain,2017,6.23,10.585999999999999,0.903,74.1,0.7559999999999999,-0.032,0.7909999999999999
179,Latvia,2020,6.229,10.3,0.9279999999999999,67.4,0.82,-0.078,0.809
180,Bahrain,2017,6.227,10.770999999999999,0.8759999999999999,68.5,0.9059999999999999,0.136,
181,Uzbekistan,2018,6.205,8.818,0.9209999999999999,65.1,0.97,0.318,0.52
182,Poland,2017,6.2010000000000005,10.314,0.882,68.9,0.831,-0.122,0.639
183,Italy,2017,6.199,10.64,0.92,73.4,0.633,-0.035,0.867
184,Trinidad and Tobago,2017,6.192,10.183,0.9159999999999999,63.5,0.8590000000000001,0.015,0.9109999999999999
185,Brazil,2018,6.191,9.589,0.882,66.4,0.7509999999999999,-0.11699999999999999,0.763
186,Mauritius,2017,6.1739999999999995,9.972000000000001,0.91,66.1,0.912,0.087,0.818
187,Bahrain,2020,6.172999999999999,10.62,0.848,69.7,0.945,0.132,
188,Uruguay,2016,6.171,9.946,0.9,68.8,0.8859999999999999,-0.07200000000000001,0.6759999999999999
189,Bahrain,2016,6.17,10.780999999999999,0.863,68.1,0.889,0.08800000000000001,
190,Kazakhstan,2020,6.167999999999999,10.135,0.966,65.8,0.872,-0.055999999999999994,0.6609999999999999
191,Slovenia,2017,6.167000000000001,10.509,0.9279999999999999,70.8,0.9209999999999999,-0.025,0.8290000000000001
192,Poland,2016,6.162000000000001,10.265999999999998,0.917,68.5,0.871,-0.091,0.848
193,Colombia,2017,6.157,9.568999999999999,0.909,67.4,0.838,-0.157,0.875
194,Uzbekistan,2019,6.154,8.853,0.915,65.4,0.97,0.304,0.511
195,Romania,2018,6.151,10.26,0.818,67.2,0.845,-0.217,0.9209999999999999
196,Chile,2020,6.151,10.02,0.888,70.1,0.7809999999999999,0.033,0.812
197,Kosovo,2017,6.149,9.262,0.792,,0.858,0.11699999999999999,0.925
198,El Salvador,2016,6.14,9.025,0.794,65.5,0.8,-0.185,0.797
199,Poland,2020,6.138999999999999,10.370999999999999,0.953,70.1,0.767,-0.006999999999999999,0.787
200,Cyprus,2019,6.1370000000000005,10.585,0.7759999999999999,73.9,0.74,-0.008,0.865
201,Romania,2019,6.13,10.306,0.8420000000000001,67.5,0.848,-0.221,0.9540000000000001
202,Ecuador,2018,6.127999999999999,9.355,0.851,68.5,0.8690000000000001,-0.099,0.831
203,Panama,2016,6.117999999999999,10.287,0.882,69.4,0.884,-0.102,0.8370000000000001
204,Japan,2020,6.117999999999999,10.58,0.887,75.2,0.8059999999999999,-0.259,0.609
205,Ecuador,2016,6.115,9.355,0.8420000000000001,67.9,0.846,-0.015,0.774
206,Nicaragua,2019,6.1129999999999995,8.595,0.8740000000000001,67.8,0.883,0.028999999999999998,0.622
207,Poland,2018,6.111000000000001,10.366,0.863,69.3,0.87,-0.254,0.72
208,Brazil,2020,6.11,9.522,0.831,66.8,0.7859999999999999,-0.053,0.7290000000000001
209,Kuwait,2019,6.106,10.817,0.8420000000000001,66.9,0.867,-0.10400000000000001,
210,Portugal,2019,6.095,10.457,0.8759999999999999,72.6,0.882,-0.23399999999999999,0.915
211,Kuwait,2017,6.093999999999999,10.837,0.853,66.5,0.884,-0.005,
212,Estonia,2018,6.091,10.472000000000001,0.9329999999999999,68.6,0.8859999999999999,-0.141,0.621
213,Romania,2017,6.09,10.211,0.8109999999999999,66.9,0.8390000000000001,-0.16,0.9259999999999999
214,Panama,2019,6.086,10.356,0.8859999999999999,69.7,0.883,-0.19899999999999998,0.8690000000000001
215,Argentina,2019,6.086,10.0,0.8959999999999999,69.0,0.8170000000000001,-0.21100000000000002,0.83
216,Thailand,2016,6.074,9.729,0.9079999999999999,66.8,0.924,0.35600000000000004,0.878
217,Hungary,2017,6.065,10.293,0.877,67.2,0.6609999999999999,-0.139,0.8859999999999999
218,Lithuania,2019,6.064,10.517999999999999,0.9179999999999999,67.9,0.78,-0.251,0.7829999999999999
219,Cyprus,2017,6.062,10.539000000000001,0.8190000000000001,73.5,0.812,0.043,0.851
220,Serbia,2020,6.042000000000001,9.788,0.852,69.0,0.843,0.149,0.8240000000000001
221,Argentina,2017,6.039,10.067,0.907,68.6,0.8320000000000001,-0.18600000000000003,0.841
222,Hungary,2020,6.037999999999999,10.335,0.943,68.4,0.7709999999999999,-0.12,0.836
223,Estonia,2019,6.035,10.511,0.934,68.8,0.887,-0.096,0.5760000000000001
224,Singapore,2016,6.0329999999999995,11.419,0.925,76.2,0.904,0.14300000000000002,0.047
225,Thailand,2019,6.022,9.824,0.903,67.4,0.898,0.309,0.877
226,Honduras,2017,6.02,8.624,0.843,67.0,0.898,0.07200000000000001,0.7829999999999999
227,Bosnia and Herzegovina,2019,6.016,9.609,0.873,68.1,0.722,0.079,0.963
228,Mauritius,2020,6.015,9.972000000000001,0.893,67.0,0.843,-0.037000000000000005,0.772
229,Nicaragua,2016,6.013,8.668,0.853,66.9,0.7170000000000001,0.039,0.731
230,Thailand,2018,6.0120000000000005,9.802999999999999,0.873,67.2,0.905,0.259,0.907
231,Mongolia,2020,6.011,9.396,0.9179999999999999,62.7,0.718,0.141,0.843
232,Kazakhstan,2018,6.007999999999999,10.148,0.937,64.6,0.84,-0.098,0.8240000000000001
233,Dominican Republic,2019,6.004,9.821,0.884,66.1,0.877,-0.12300000000000001,0.746
234,Hungary,2019,6.0,10.392999999999999,0.9470000000000001,68.0,0.7979999999999999,-0.195,0.884
235,Peru,2019,5.999,9.461,0.809,68.4,0.815,-0.13,0.8740000000000001
236,Slovakia,2016,5.992999999999999,10.31,0.945,68.3,0.7,-0.061,0.917
237,Colombia,2018,5.984,9.579,0.871,67.7,0.851,-0.14800000000000002,0.855
238,Latvia,2017,5.978,10.257,0.895,66.5,0.7,-0.154,0.7979999999999999
239,South Korea,2016,5.971,10.593,0.8109999999999999,73.0,0.591,0.026000000000000002,0.862
240,Latvia,2019,5.97,10.335999999999999,0.9359999999999999,67.1,0.698,-0.19399999999999998,0.789
241,Romania,2016,5.968999999999999,10.136000000000001,0.809,66.6,0.8220000000000001,-0.115,0.9490000000000001
242,Mexico,2020,5.9639999999999995,9.782,0.779,68.9,0.873,-0.11900000000000001,0.778
243,Italy,2016,5.955,10.622,0.927,73.2,0.624,-0.081,0.903
244,Japan,2016,5.955,10.595,0.9,74.8,0.836,-0.062,0.698
245,Greece,2019,5.952000000000001,10.319,0.8909999999999999,72.6,0.614,-0.289,0.848
246,Kuwait,2016,5.947,10.91,0.845,66.3,0.841,-0.075,
247,Chile,2019,5.942,10.095,0.8690000000000001,70.0,0.659,-0.10300000000000001,0.86
248,Latvia,2016,5.94,10.211,0.917,66.2,0.685,-0.156,0.868
249,Thailand,2017,5.939,9.765,0.877,67.0,0.9229999999999999,0.212,0.884
250,Estonia,2017,5.938,10.429,0.9359999999999999,68.4,0.862,-0.10099999999999999,0.6679999999999999
251,Slovenia,2016,5.937,10.463,0.934,70.5,0.904,-0.055,0.838
252,Serbia,2018,5.936,9.762,0.853,68.2,0.74,-0.1,0.8640000000000001
253,Hungary,2018,5.936,10.344000000000001,0.941,67.6,0.693,-0.243,0.9109999999999999
254,Honduras,2019,5.93,8.652999999999999,0.797,67.4,0.846,0.063,0.815
255,Portugal,2018,5.92,10.434000000000001,0.887,72.4,0.877,-0.261,0.88
256,Bolivia,2018,5.916,9.066,0.8270000000000001,63.6,0.863,-0.09300000000000001,0.7859999999999999
257,Japan,2017,5.9110000000000005,10.618,0.882,74.9,0.8490000000000001,-0.20600000000000002,0.659
258,Japan,2019,5.9079999999999995,10.632,0.878,75.1,0.8059999999999999,-0.255,0.617
259,Honduras,2018,5.9079999999999995,8.642999999999999,0.8270000000000001,67.2,0.872,0.099,0.804
260,South Korea,2019,5.903,10.661,0.7829999999999999,73.9,0.706,-0.055,0.718
261,Latvia,2018,5.901,10.307,0.9129999999999999,66.8,0.608,-0.212,0.799
262,Argentina,2020,5.901,9.85,0.897,69.2,0.823,-0.122,0.816
263,Uzbekistan,2016,5.893,8.756,0.945,64.5,0.9840000000000001,0.20800000000000002,
264,Jamaica,2017,5.89,9.169,0.9129999999999999,67.1,0.861,-0.13,0.883
265,Bosnia and Herzegovina,2018,5.8870000000000005,9.576,0.836,67.8,0.659,0.12300000000000001,0.9129999999999999
266,Turkmenistan,2016,5.8870000000000005,9.515,0.929,61.4,0.7490000000000001,0.005,
267,Thailand,2020,5.885,9.769,0.867,67.6,0.84,0.273,0.9179999999999999
268,Kazakhstan,2017,5.882000000000001,10.121,0.914,64.0,0.745,-0.035,0.755
269,Mauritius,2018,5.882000000000001,10.008,0.909,66.4,0.867,-0.073,0.785
270,South Korea,2017,5.874,10.620999999999999,0.807,73.3,0.5379999999999999,0.013999999999999999,0.851
271,Philippines,2018,5.869,9.05,0.846,61.9,0.9179999999999999,-0.10800000000000001,0.726
272,Lithuania,2016,5.8660000000000005,10.373,0.938,66.1,0.614,-0.266,0.9490000000000001
273,Russia,2016,5.855,10.149,0.9109999999999999,63.5,0.7140000000000001,-0.18100000000000002,0.925
274,South Korea,2018,5.84,10.642999999999999,0.7979999999999999,73.6,0.6,-0.08900000000000001,0.797
275,Ecuador,2017,5.84,9.36,0.8490000000000001,68.2,0.879,-0.16699999999999998,0.7340000000000001
276,Pakistan,2017,5.831,8.427999999999999,0.69,58.1,0.713,0.045,0.7140000000000001
277,Tajikistan,2017,5.829,8.036,0.6629999999999999,63.8,0.8320000000000001,0.124,0.718
278,Belarus,2019,5.821000000000001,9.86,0.917,66.4,0.657,-0.18600000000000003,0.546
279,Benin,2018,5.82,8.059,0.504,54.3,0.713,0.002,0.747
280,Nicaragua,2018,5.819,8.647,0.8540000000000001,67.5,0.797,0.009000000000000001,0.713
281,Moldova,2020,5.812,9.462,0.8740000000000001,66.4,0.8590000000000001,-0.057999999999999996,0.941
282,Ecuador,2019,5.809,9.339,0.8079999999999999,68.8,0.83,-0.115,0.8390000000000001
283,Moldova,2019,5.803,9.475,0.809,65.7,0.784,-0.092,0.884
284,Paraguay,2016,5.801,9.406,0.94,65.3,0.8540000000000001,-0.071,0.7559999999999999
285,Cyprus,2016,5.795,10.505999999999998,0.7859999999999999,73.3,0.7559999999999999,-0.03,0.898
286,Japan,2018,5.794,10.623,0.8859999999999999,75.0,0.773,-0.261,0.687
287,Argentina,2018,5.792999999999999,10.032,0.9,68.8,0.846,-0.21100000000000002,0.855
288,South Korea,2020,5.792999999999999,10.648,0.8079999999999999,74.2,0.711,-0.106,0.665
289,Greece,2020,5.787999999999999,10.215,0.779,72.8,0.565,-0.24100000000000002,0.764
290,China,2020,5.771,9.702,0.8079999999999999,69.9,0.8909999999999999,-0.10300000000000001,
291,Bolivia,2016,5.77,9.012,0.7959999999999999,63.0,0.882,-0.047,0.853
292,Portugal,2020,5.768,10.370999999999999,0.875,72.8,0.9129999999999999,-0.23800000000000002,0.867
293,Kosovo,2016,5.7589999999999995,9.228,0.8240000000000001,,0.8270000000000001,0.125,0.941
